"Name";"DisplayName";"Description";"Group";"Enabled";"Profile";"Platform";"Direction";"Action";"EdgeTraversalPolicy";"LooseSourceMapping";"LocalOnlyMapping";"Owner";"LocalAddress";"RemoteAddress";"Protocol";"LocalPort";"RemotePort";"IcmpType";"DynamicTarget";"Program";"Package";"Service";"InterfaceAlias";"InterfaceType";"LocalUser";"RemoteUser";"RemoteMachine";"Authentication";"Encryption";"OverrideBlockRules"
"RemoteDesktop-UserMode-In-UDP";"Remote Desktop - User Mode (UDP-In)";"Inbound rule for the Remote Desktop service to allow RDP traffic. [UDP 3389]";"@FirewallAPI.dll,-28752";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"3389";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"termservice";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-HTTPSTR-In-TCP-NoScope";"Cast to Device streaming server (HTTP-Streaming-In)";"Inbound rule for the Cast to Device server to allow streaming using HTTP. [TCP 10246]";"@FirewallAPI.dll,-36001";"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"10246";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-HTTPSTR-In-TCP-PlayToScope";"Cast to Device streaming server (HTTP-Streaming-In)";"Inbound rule for the Cast to Device server to allow streaming using HTTP. [TCP 10246]";"@FirewallAPI.dll,-36001";"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"PlayToDevice";"TCP";"10246";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-In-RTSP-PlayToScope";"Cast to Device streaming server (RTSP-Streaming-In)";"Inbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [TCP 23554, 23555, 23556]";"@FirewallAPI.dll,-36001";"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"PlayToDevice";"TCP";"23554,23555,23556";"Any";"Any";"Any";"%SystemRoot%\system32\mdeserver.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-HTTPSTR-In-TCP-NoScope";"Windows Media Player Network Sharing Service (HTTP-Streaming-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow HTTP Media Streaming. [TCP 10243]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"10243";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-PeerDist-HttpTrans-In";"BranchCache Content Retrieval (HTTP-In)";"Inbound rule for BranchCache to allow data transfer using HTTP [TCP 80]";"@peerdistsh.dll,-9000";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"80";"Any";"Any";"Any";"SYSTEM";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-In-UDP-NoScope";"Windows Media Player Network Sharing Service (qWave-UDP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow use of the Quality Windows Audio Video Experience Service. [UDP 2177]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"2177";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MCX-QWave-In-TCP";"Media Center Extenders - qWave (TCP-In)";"Inbound rule for Media Center Extenders to allow use of the Quality Windows Audio Video Experience Service. [TCP 2177]";"@FirewallAPI.dll,-30752";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"2177";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-HVRHTTPSL-In-TCP-NoScope";"Hyper-V Replica HTTPS Listener (TCP-In)";"Inbound rule for Hyper-V Replica listener to accept HTTPS connection for replication. [TCP]";"@%systemroot%\system32\vmms.exe,-253";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"443";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-WMI-WINMGMT-In-TCP-NoScope";"Hyper-V - WMI (TCP-In)";"Inbound rule for Hyper-V to allow remote WMI traffic. [TCP]";"@%systemroot%\system32\vmms.exe,-210";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"winmgmt";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-WMI-ASYNC-In-TCP-NoScope";"Hyper-V - WMI (Async-In)";"Inbound rule for Hyper-V to allow asynchronous WMI traffic. [TCP]";"@%systemroot%\system32\vmms.exe,-210";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\wbem\unsecapp.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-REMOTEDESKTOP-In-TCP-NoScope";"Hyper-V (REMOTE_DESKTOP_TCP_IN)";"Inbound rule for Hyper-V to allow remote connection to virtual machine. [TCP 2179]";"@%systemroot%\system32\vmms.exe,-210";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"2179";"Any";"Any";"Any";"%SystemRoot%\system32\vmms.exe";;"vmms";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRTCL-WMI-RPCSS-In-TCP-NoScope";"Hyper-V Management Clients - WMI (DCOM-In)";"Inbound rule for the Hyper-V management clients to allow WMI management via DCOM. [TCP 135]";"@FirewallAPI.dll,-60201";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"135";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRTCL-WMI-WINMGMT-In-TCP-NoScope";"Hyper-V Management Clients - WMI (TCP-In)";"Inbound rule for the Hyper-V management clients to allow remote WMI traffic. [TCP]";"@FirewallAPI.dll,-60201";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"winmgmt";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRTCL-WMI-ASYNC-In-TCP-NoScope";"Hyper-V Management Clients - WMI (Async-In)";"Inbound rule for the Hyper-V management clients to allow asynchronous WMI traffic. [TCP]";"@FirewallAPI.dll,-60201";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\wbem\unsecapp.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-MIGL-In-TCP-NoScope";"Hyper-V (MIG-TCP-In)";"Inbound rule for Hyper-V to allow planned failover of virtual machines. [TCP 6600]";"@%systemroot%\system32\vmms.exe,-210";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"6600";"Any";"Any";"Any";"%SystemRoot%\system32\vmms.exe";;"vmms";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-WMI-RPCSS-In-TCP-NoScope";"Hyper-V - WMI (DCOM-In)";"Inbound rule for Hyper-V to allow WMI management via DCOM. [TCP 135]";"@%systemroot%\system32\vmms.exe,-210";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"135";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-VMMS-RPC-EPMAP-In-NoScope";"Hyper-V (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for Hyper-V.";"@%systemroot%\system32\vmms.exe,-210";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-VMMS-RPC-In-NoScope";"Hyper-V (RPC)";"Inbound rule for Hyper-V to allow remote management via RPC/TCP.";"@%systemroot%\system32\vmms.exe,-210";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-HVRHTTPL-In-TCP-NoScope";"Hyper-V Replica HTTP Listener (TCP-In)";"Inbound rule for Hyper-V Replica listener to accept HTTP connection for replication. [TCP]";"@%systemroot%\system32\vmms.exe,-251";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"80";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{645CD4E0-C1B2-4EB2-979B-F490E5A63E12}";"Windows Media Player";"Windows Media Player";"@{Microsoft.ZuneMusic_11.2309.6.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneMusic/Resources/AppStoreName}";"True";"Domain, Private";"6.2+";"Inbound";"Allow";"Block";"False";"False";"S-1-5-21-237917259-4247974491-1376678038-1112";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-3132517012-1571311091-3263739450-2968124769-4061529133-2106415361-233808003";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{577D8C4E-C603-4E72-AD48-E7F70A115961}";"SAPIEN RSS Feed";;;"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"Any";"Any";"Any";"Any";"Any";"%ProgramFiles%\SAPIEN Technologies, Inc\PowerShell Studio 2023\RSSRetriever.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{25F88E63-73C3-4B47-A731-0FB7CCF19969}";"SAPIEN PowerShell Studio 2023";;;"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"Any";"Any";"Any";"Any";"Any";"%ProgramFiles%\SAPIEN Technologies, Inc\PowerShell Studio 2023\PowerShell Studio.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{4B3FB603-6A50-4CFC-B6BA-A2EE033E961C}";"Movies & TV";"Movies & TV";"@{Microsoft.ZuneVideo_10.22091.10051.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneVideo/resources/IDS_MANIFEST_VIDEO_APP_NAME}";"True";"Domain, Private";"6.2+";"Inbound";"Allow";"Block";"False";"False";"S-1-5-21-237917259-4247974491-1376678038-1112";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-2967553933-3217682302-2494645345-2077017737-3805576244-585965800-1797614741";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{71839C8F-7CBD-4405-A551-E28BB611705A}";"@{Microsoft.Windows.SecHealthUI_10.0.19041.3570_neutral__cw5n1h2txyewy?ms-resource://Microsoft.Windows.SecHealthUI/resources/PackageDisplayName}";"@{Microsoft.Windows.SecHealthUI_10.0.19041.3570_neutral__cw5n1h2txyewy?ms-resource://Microsoft.Windows.SecHealthUI/resources/ProductDescription}";"@{Microsoft.Windows.SecHealthUI_10.0.19041.3570_neutral__cw5n1h2txyewy?ms-resource://Microsoft.Windows.SecHealthUI/resources/PackageDisplayName}";"True";"Domain, Private";"6.2+";"Inbound";"Allow";"Block";"False";"False";"S-1-5-21-237917259-4247974491-1376678038-1112";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-2668987081-2569674137-3179742174-4270009011-3803107086-2981642713-3349210623";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"UDP Query User{B1DB4FA0-4948-4B50-95DD-5047B6C6A60B}C:\program files\docker\docker\resources\com.docker.backend.exe";"Docker Desktop Backend";"Docker Desktop Backend";;"True";"Domain";"";"Inbound";"Allow";"DeferToUser";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\docker\docker\resources\com.docker.backend.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"TCP Query User{815B7885-2AEE-494A-ACBC-4472B9739C9E}C:\program files\docker\docker\resources\com.docker.backend.exe";"Docker Desktop Backend";"Docker Desktop Backend";;"True";"Domain";"";"Inbound";"Allow";"DeferToUser";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles%\docker\docker\resources\com.docker.backend.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{F4438B04-D511-4BC3-91C8-EBC19CAE9E7B}";"Windows Clock";"Windows Clock";"@{Microsoft.WindowsAlarms_11.2306.23.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsAlarms/Resources/AppStoreName}";"True";"Domain, Private";"6.2+";"Inbound";"Allow";"Block";"False";"False";"S-1-5-21-237917259-4247974491-1376678038-1112";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-1288279408-4010470124-2163985056-447644096-1946037256-752919663-3751275627";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{97CC4584-3018-47B4-B9E2-3D3278B4F6F7}";"MSN Weather";"MSN Weather";"@{Microsoft.BingWeather_4.53.52331.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.BingWeather/Resources/ApplicationTitleWithBranding}";"True";"Domain, Private";"6.2+";"Inbound";"Allow";"Block";"False";"False";"S-1-5-21-237917259-4247974491-1376678038-1112";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-2040986369-264322980-3882385089-1970153872-3662121739-3363227934-2464603330";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"UDP Query User{729BAA3D-4910-4000-A103-03953F80ED32}C:\program files (x86)\epson software\event manager\eeventmanager.exe";"EEventManager Application";"EEventManager Application";;"True";"Domain";"";"Inbound";"Allow";"DeferToUser";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles(x86)%\epson software\event manager\eeventmanager.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"TCP Query User{82500EAD-E315-424F-83A9-01299159EE79}C:\program files (x86)\epson software\event manager\eeventmanager.exe";"EEventManager Application";"EEventManager Application";;"True";"Domain";"";"Inbound";"Allow";"DeferToUser";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles(x86)%\epson software\event manager\eeventmanager.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{4B050546-DAF0-48D1-A365-BD9842B843E8}";"Microsoft Lync UcMapi";;;"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Microsoft Office\root\Office16\UcMapi.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{14C9652F-1118-4E1C-97E4-94EDDAEB2C94}";"Microsoft Lync";;;"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Microsoft Office\root\Office16\Lync.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{F07C32BA-920B-4CFC-A69C-83DEE62F79BB}";"Microsoft Office Outlook";;;"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"6004";"Any";"Any";"Any";"%ProgramFiles%\Microsoft Office\root\Office16\outlook.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{DE6ED66A-1272-4708-916D-98FEDDD111F7}";"EpsonNet Setup";;;"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"C:\Users\jarle\AppData\Local\Temp\ET-2600\Network\EpsonNetSetup\ENEasyApp.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{C51B0C8C-0822-4713-8B2C-AB79F3D50E01}";"EpsonNet Setup";;;"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"C:\Users\jarle\AppData\Local\Temp\ET-2600\Network\EpsonNetSetup\ENEasyApp.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{8DA08C62-7681-42F2-AEA2-2174E9EA70BC}";"System Center Configuration Manager";"Created by Microsoft Configuration Manager for the remote control service";"System Center Configuration Manager";"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"2701";"Any";"Any";"Any";"%SystemRoot%\CCM\RemCtrl\CmRcService.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{711403C8-BB3E-4E04-8341-F703E0480013}";"@{Microsoft.Windows.Search_1.14.10.19041_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Search/resources/PackageDisplayName}";"@{Microsoft.Windows.Search_1.14.10.19041_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Search/resources/ProductDescription}";"@{Microsoft.Windows.Search_1.14.10.19041_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Search/resources/PackageDisplayName}";"True";"Domain, Private";"6.2+";"Inbound";"Allow";"Block";"False";"False";"S-1-5-21-237917259-4247974491-1376678038-1112";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-536077884-713174666-1066051701-3219990555-339840825-1966734348-1611281757";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NetworkLoadBalancing-ICMPv6-DU-In";"Network Load Balancing Manager (ICMP6-DU-In)";"Inbound rule to allow ICMP6 destination unreachable messages to Network Load Balancing Manager.";"Network Load Balancing Manager";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"1";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NetworkLoadBalancing-ICMPv4-DU-In";"Network Load Balancing Manager (ICMP4-DU-In)";"Inbound rule to allow ICMP4 destination unreachable messages to Network Load Balancing Manager.";"Network Load Balancing Manager";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv4";"RPC";"Any";"3";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NetworkLoadBalancing-ICMPv6-ER-In";"Network Load Balancing Manager (ICMP6-ER-In)";"Inbound rule to allow ICMP6 echo reply messages to Network Load Balancing Manager.";"Network Load Balancing Manager";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"129";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NetworkLoadBalancing-ICMPv4-ER-In";"Network Load Balancing Manager (ICMP4-ER-In)";"Inbound rule to allow ICMP4 echo reply messages to Network Load Balancing Manager.";"Network Load Balancing Manager";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv4";"RPC";"Any";"0";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FailoverClusterManager-ICMPv6-ER-In";"Failover Cluster Manager (ICMP6-ER-In)";"Inbound rule for Failover Cluster management tools to allow ICMP6 echo response messages.";"Failover Cluster Manager";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"129";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FailoverClusterManager-ICMPv4-ER-In";"Failover Cluster Manager (ICMP4-ER-In)";"Inbound rule for Failover Cluster management tools to allow ICMP4 echo response messages.";"Failover Cluster Manager";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv4";"RPC";"Any";"0";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{353D8736-8CFB-4C06-876D-0D36ADD58C60}";"CIMExplorer.exe";;;"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"Any";"Any";"Any";"Any";"Any";"%ProgramFiles%\SAPIEN Technologies, Inc\CIM Explorer 2023\CIM Explorer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"UDP Query User{FDD029EE-F7AD-4F97-887B-FDC2DB0FA33A}C:\users\jarle\appdata\local\microsoft\teams\current\teams.exe";"teams.exe";"teams.exe";;"True";"Domain, Private";"";"Inbound";"Allow";"DeferToUser";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"C:\users\jarle\appdata\local\microsoft\teams\current\teams.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"TCP Query User{3CD842A9-5DF6-4025-88C9-E6B6B859DC1C}C:\users\jarle\appdata\local\microsoft\teams\current\teams.exe";"teams.exe";"teams.exe";;"True";"Domain, Private";"";"Inbound";"Allow";"DeferToUser";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"C:\users\jarle\appdata\local\microsoft\teams\current\teams.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{4B2DECF7-27BA-4036-9341-77DBEE722C33}";"Logi Options+ Agent";"Logi Options+ Agent";;"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"Any";"Any";"Any";"Any";"Any";"%ProgramFiles%\LogiOptionsPlus\logivoice\logioptionsplus_logivoice";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{B2C06852-C984-4086-AAAD-4905F238C104}";"Logi Options+ Agent";"Logi Options+ Agent";;"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"Any";"Any";"Any";"Any";"Any";"%ProgramFiles%\LogiOptionsPlus\logioptionsplus_agent.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{878F5ECE-5156-4DE7-B294-2FFA719D4A07}";"SAPIEN Updates";;;"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"Any";"Any";"Any";"Any";"Any";"%ProgramFiles%\SAPIEN Technologies, Inc\SAPIEN Updates\SAPIEN Updates.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{BFF44CC1-1A9F-491A-A374-EBC18D4A436E}";"Microsoft Lync UcMapi";;;"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Microsoft Office\root\Office16\UcMapi.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{005C0C1D-8042-4D07-91F2-2C000EA42CEF}";"Microsoft Lync";;;"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Microsoft Office\root\Office16\Lync.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{6DFC9CC6-071E-47A8-9E74-E6F38E7C774D}";"Disney+";"Disney+";"Disney+";"True";"Domain, Private";"6.2+";"Inbound";"Allow";"Block";"False";"False";"S-1-5-21-1785629857-1194289673-762840836-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-1506460561-1341734037-3349002888-506307744-218960278-1810463568-3806631498";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{8C06C2D8-A235-410D-94A7-1E1110C80FE3}";"Spotify Music";"Spotify Music";"{78E1CD88-49E3-476E-B926-580E596AD309}";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"57621-57631";"Any";"Any";"Any";"%ProgramFiles%\WindowsApps\SpotifyAB.SpotifyMusic_1.200.1165.0_x86__zpdnekdrzrea0\Spotify.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{084FB436-786B-4D19-B1B1-88EE9B61A8D1}";"Spotify Music";"Spotify Music";"{78E1CD88-49E3-476E-B926-580E596AD309}";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"57621";"Any";"Any";"Any";"%ProgramFiles%\WindowsApps\SpotifyAB.SpotifyMusic_1.200.1165.0_x86__zpdnekdrzrea0\Spotify.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{92E9C6BE-6FA1-486E-AE5B-A7D700B9151D}";"Spotify Music";"Spotify Music";"{78E1CD88-49E3-476E-B926-580E596AD309}";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"8088";"Any";"Any";"Any";"%ProgramFiles%\WindowsApps\SpotifyAB.SpotifyMusic_1.200.1165.0_x86__zpdnekdrzrea0\Spotify.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{3A0C6AB2-3841-4602-8F2D-3D3EF95EC6CC}";"Spotify Music";"Spotify Music";"{78E1CD88-49E3-476E-B926-580E596AD309}";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"8088";"Any";"Any";"Any";"%ProgramFiles%\WindowsApps\SpotifyAB.SpotifyMusic_1.200.1165.0_x86__zpdnekdrzrea0\Spotify.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{1E23E77B-07B2-400B-AF11-B1A8C04F4DC1}";"Spotify Music";"Spotify Music";"{78E1CD88-49E3-476E-B926-580E596AD309}";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"4381-4389";"Any";"Any";"Any";"%ProgramFiles%\WindowsApps\SpotifyAB.SpotifyMusic_1.200.1165.0_x86__zpdnekdrzrea0\Spotify.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{C28D1906-967E-4EA6-80C1-5890FD80CE7D}";"Spotify Music";"Spotify Music";"{78E1CD88-49E3-476E-B926-580E596AD309}";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"4371-4379";"Any";"Any";"Any";"%ProgramFiles%\WindowsApps\SpotifyAB.SpotifyMusic_1.200.1165.0_x86__zpdnekdrzrea0\Spotify.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
